"id","lat","lon","time","climbing","mean_ta_year","sd_ta_year","mean_ta_summer","sd_ta_summer","mean_ta_winter","sd_ta_winter","energy_gain_per_year","growth_rate_per_year","annual_activity_hours","annual_activity_days","first_activity_day","last_activity_day","length_of_activity_season","mean_height","std_height","mean_height_open","mean_height_shaded","percentage_to_warm","percentage_to_cool","percentage_mixed","percentage_on_open_tree","percentage_on_shaded_tree","percentage_of_essential_from_open_tree","percentage_of_essential_from_shaded_tree"
7575,42.58852768,-90.68777466,"past","climbing",282.140585,13.07635729,295.8504165,6.725179002,267.0917859,7.314250939,350574.976,9.025985332,1565.5,165.95,99.25,304.7,205.45,11.49707923,39.52416223,3.190989188,196.206326,95.81576775,4.18423225,0,95.69666837,4.303331632,13.46837598,4.783016754
7607,54.0130806,-88.9130249,"past","climbing",270.1389953,16.51866067,287.8093159,6.897994665,251.0141546,10.32943889,164197.0334,3.844678529,743.3183333,90.7,138.95,268.8,129.85,3.00620922,0.85388127,3.00620922,NA,100,0,0,100,0,15.47497989,0
7644,37.34020996,-90.89501953,"past","climbing",286.2861066,11.05672653,297.4032088,6.118362682,274.5534884,7.408779368,461314.8051,12.10455258,2035.083333,213.85,50.1,326.65,276.55,18.41990541,52.58439526,3.027543384,196.6053775,92.10463802,7.895361979,0,92.04848939,7.951510614,10.25076377,3.812528259
7677,49.29507828,-89.24298096,"past","climbing",274.4104002,15.41071565,290.8647695,6.565968325,256.8036414,9.970355748,256614.669,6.413888799,1136.03,127,124.05,282.75,158.7,3.103739149,4.399266872,3.004653094,134.4606742,99.94918484,0.05081516,0,99.92462418,0.07537582,12.55369202,0.272121323
7714,32.40016937,-91.04150391,"past","climbing",292.5872756,11.2233245,303.430933,6.760686358,280.8787445,7.554971555,582998.0886,15.48734786,2647.668333,274.45,13.95,356.85,342.9,67.79195703,91.12385095,3.408795909,194.6640453,66.36424914,33.55421228,0.081538579,66.33652602,33.66347398,9.55387983,10.53091612
7747,43.17277145,-89.7154541,"past","climbing",281.4201747,13.13346748,295.1752947,6.680518326,266.3691792,7.459146819,337751.8692,8.669502963,1507.686667,161.7,101.85,298.4,196.55,8.35560512,31.50736395,3.228197858,197.2843161,97.40043962,2.580165503,0.01939488,97.35777088,2.642229118,13.42849041,3.575897037
7785,29.43179703,-90.97171021,"past","climbing",294.7814836,8.743201168,302.6845623,5.87000186,286.4185779,6.904190388,708204.0112,18.96807251,3156.233333,322.6,2.15,362.85,360.7,36.0557144,70.15563163,4.120104439,179.6106565,81.42853496,18.52040947,0.051055574,81.80209158,18.19790842,10.84923387,9.190136911
7817,39.88945007,-89.73181152,"past","climbing",285.3746952,12.36726865,298.1467623,6.977708968,271.7450821,7.676796691,400055.6426,10.40154786,1799.238333,190.4,76.5,315.4,238.9,21.55146753,57.03723149,3.292904257,197.2537026,90.70838388,9.25540326,0.036212859,90.58646725,9.413532745,12.55361361,6.635778833
784,48.54705429,-120.8987122,"past","climbing",275.0163874,8.775508897,283.7713474,7.662820562,268.0372594,5.829301015,156954.1472,3.643326294,705.905,93.85,160.95,283.15,122.2,3.042115666,0.767758469,3.042115666,NA,100,0,0,100,0,17.08989681,0
7887,36.59012985,-89.74685669,"past","climbing",288.7186971,11.87480953,300.9582409,7.232417296,276.0323044,7.162661334,457922.9127,12.01025797,2084.376667,219.25,54.55,330.85,276.3,43.09979831,78.41370518,3.496462779,195.9744036,79.38982473,20.40564725,0.204528023,79.42448087,20.57551913,11.47448141,9.608940326
7919,47.28014755,-88.13806152,"past","climbing",277.5802948,11.8081106,289.6072876,5.870257951,264.4389455,7.505885539,226624.9948,5.580175857,1022.156667,118.45,121.2,281.8,160.6,3.78624184,8.408161502,3.480699448,193.2391304,97.61275531,0.156641056,2.230603637,99.8389835,0.161016504,12.81183149,0.808222788
7957,32.30575562,-89.88058472,"past","climbing",291.3200456,10.11735892,300.5114986,5.690478485,281.2445271,8.022818948,606667.3136,16.14535232,2698.786667,284.2,12.95,358.1,345.15,34.47646435,71.72933923,3.018690708,195.7654554,83.91228271,16.08771729,0,83.67922093,16.32077907,9.135984767,3.598619309
798,52.8644371,-122.4088745,"past","climbing",275.9615136,11.41973368,287.4145352,6.49639854,264.8537625,9.039270778,216564.3333,5.300489467,944.4583333,116,129.3,276.15,146.85,3.003584433,0.179574641,3.003584433,NA,100,0,0,100,0,12.18463859,0
8020,54.4331665,-86.15759277,"past","climbing",269.3092929,16.32078278,286.5323872,7.067999881,250.3287002,10.11549108,129728.1287,2.886442977,599.0166667,77.8,141.65,265.7,124.05,3.047141957,2.240655222,3.047145085,3,99.9668248,0,0.033175198,99.99336496,0.00663504,15.16151966,0.036904908
8060,39.45617294,-88.50839233,"past","climbing",285.4388286,12.22771213,297.9650186,6.893598977,271.9601153,7.84332334,406609.3857,10.58374192,1821.47,191.55,76.35,315.3,238.95,20.71423741,55.86082122,3.170426895,197.0725642,90.96698838,8.977684884,0.055326735,90.95223459,9.047765415,12.10447258,6.541362406
8093,52.54410172,-86.07675171,"past","climbing",271.0181992,16.48701255,288.5042158,6.818678607,251.7258236,10.38367442,179276.2642,4.263881146,808.4333333,97.55,134.2,271.4,137.2,3.010692649,0.65966465,3.010692848,3,100,0,0,99.99813879,0.00186121,14.4542999,0.00957992
8134,37.13549423,-88.43185425,"past","climbing",287.746522,11.48647009,299.4164877,6.713098296,275.5969697,7.537449895,474497.9211,12.47104321,2118.998333,219.55,55.95,333.8,277.85,30.55191189,67.66343518,3.182365415,195.8509066,85.84730953,14.0940035,0.058686977,85.79449125,14.20550875,10.44085847,6.756274791
