"id","lat","lon","time","climbing","mean_ta_year","sd_ta_year","mean_ta_summer","sd_ta_summer","mean_ta_winter","sd_ta_winter","energy_gain_per_year","growth_rate_per_year","annual_activity_hours","annual_activity_days","first_activity_day","last_activity_day","length_of_activity_season","mean_height","std_height","mean_height_open","mean_height_shaded","percentage_to_warm","percentage_to_cool","percentage_mixed","percentage_on_open_tree","percentage_on_shaded_tree","percentage_of_essential_from_open_tree","percentage_of_essential_from_shaded_tree"
2216,36.84640121,-111.1125183,"future","not climbing",291.3943791,12.32254436,303.6843351,9.232243508,279.3336148,6.242474613,366624.9105,9.472173511,1704.3,227.35,57.45,317.95,260.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2249,47.51899719,-112.8618469,"future","not climbing",280.0310091,11.19733994,292.2092282,7.151358778,269.4225558,7.640839756,222677.4083,5.470432951,994.015,124.85,120.75,279.75,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2281,57.4083252,-115.1740723,"future","not climbing",277.7749119,13.1395703,293.0888446,6.025785074,264.102336,8.558113365,153118.0513,3.536682827,731.5183333,94.05,134.5,260,125.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2313,36.55561447,-110.6601868,"future","not climbing",289.1162771,11.64932726,300.8330262,8.324796459,277.733744,5.992249274,379506.4825,9.830281213,1714.813333,212.65,68.15,312.35,244.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2346,47.2411499,-112.331665,"future","not climbing",282.8283417,12.64242206,296.6214991,8.614243321,270.5922323,7.722614662,260323.6383,6.516998146,1169.845,143.35,115.45,282.85,167.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2379,57.45336151,-114.6203003,"future","not climbing",277.955581,13.33376531,293.5131759,6.338482544,264.158079,8.558297113,161657.6612,3.774083981,769.1316667,96.4,134.4,259.35,124.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2411,35.6090126,-110.1281738,"future","not climbing",290.3188492,11.5463157,301.5714473,8.574626543,279.2160574,6.030296161,397814.906,10.33925539,1799.516667,228.7,58.75,318.35,259.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2444,46.32171249,-111.6952209,"future","not climbing",282.5643008,11.58668368,294.8255767,7.993060739,271.5932843,7.580038156,299689.2872,7.611363184,1308.741667,153.75,106.1,291.4,185.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2477,56.59821701,-113.8322144,"future","not climbing",278.7953557,13.27341521,293.8601855,6.333683457,264.8196405,8.426015922,206486.2388,5.020318439,948.3666667,113.8,123.15,264.9,141.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2510,34.66004562,-109.6085205,"future","not climbing",291.513429,11.18055508,302.0439797,8.258648832,280.9992047,6.637398302,422233.4564,11.01809109,1913.001667,243.85,34.75,335.25,300.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
